UniqueCount	AmbigCount
0	478
0	300
0	519
0	574
0	478
0	525
0	303
0	127
0	440
0	416
0	237
0	558
0	459
0	442
0	510
0	401
0	535
0	550
0	184
0	300
0	413
0	357
0	369
0	497
0	343
0	285
0	322
0	424
0	481
0	488
0	532
0	415
0	61
0	217
0	35
0	224
0	108
0	246
0	195
0	114
0	236
0	79
0	153
0	74
0	140
0	177
0	280
0	53
0	67
0	53
0	124
0	35
0	253
0	39
0	9
0	44
0	77
0	56
0	146
0	218
0	152
0	10
0	163
0	129
0	143
0	69
0	99
0	120
0	127
0	23
0	29
0	42
0	42
1	13
0	10
0	21
1	94
12	0
0	0
0	373
0	0
0	0
0	0
0	14
0	21
0	13
0	15
0	13
0	13
0	18
29	22
0	4
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
4	152
1	12
0	11
2	24
0	12
9	4
0	178
0	104
0	132
0	112
0	138
1	70
4	44
1	92
0	82
27	25
0	43
10	37
2	10
1	23
0	71
1	25
0	87
0	0
0	7
0	0
0	0
58	166
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	36
0	0
0	1
2	2
0	136
0	56
0	9
0	37
0	11
0	45
0	37
246	1149
0	129
2	353
2	344
1	348
0	321
0	248
0	211
0	97
0	116
0	66
0	54
0	50
0	45
0	45
0	48
0	80
0	50
0	56
0	13
0	21
0	73
0	58
0	12
0	10
0	22
12	28
0	25
0	7
0	4
0	4
0	6
0	4
0	3
0	6
0	4
0	3
0	11
0	11
0	14
0	14
0	11
0	33
0	13
0	13
0	11
0	11
0	29
0	6
0	15
0	1
0	3
0	4
0	2
6	7
0	28
0	5
0	1
0	2
2	16
0	0
0	16
18	4
0	0
0	16
0	3
0	3
0	37
0	7
0	0
1	37
0	36
35	60
0	19
0	29
0	19
0	48
0	42
0	0
0	0
0	0
0	0
14	859
4549	22728
354	41438
0	0
13	224
2	6
2544	4393
6	318
0	0
0	1
0	0
0	0
0	0
0	23
0	6
0	9
0	6
0	7
0	6
0	7
0	7
0	7
0	6
0	5
0	5
0	6
0	10
0	5
0	6
0	6
2	7
7	6
0	5
0	6
0	6
0	6
0	5
0	3
0	3
0	5
0	3
0	3
0	3
0	2
0	2
0	2
1	0
0	21
2	2
0	0
0	0
0	3
0	1
0	1
0	0
0	0
0	0
0	3
5	23
1	3
0	0
0	1
0	0
0	2
0	28
0	27
0	19
0	23
0	2
0	23
0	21
2	4
0	22
0	21
0	59
0	61
0	48
10	41
25	3
0	26
0	19
5	4
23	56
1	17
0	92
5	10
0	6
0	32
0	44
0	29
0	25
0	7
0	29
0	26
0	24
0	22
0	22
0	34
0	36
0	24
0	20
0	32
0	27
0	0
0	20
0	40
0	40
0	24
0	23
0	42
0	24
0	23
0	21
0	28
1	9
0	9
0	42
0	25
0	30
0	2
0	22
0	25
0	22
0	30
0	25
0	23
0	15
0	26
0	7
0	11
0	27
0	0
0	33
0	9
0	11
0	29
1	12
0	19
1	25
0	27
0	13
0	23
0	27
0	3
0	8
0	21
5	21
4	1
0	20
0	5
0	4
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
73	1002
17	330
46	910
0	0
19	222
24	11
211	65
43	15
8	49
12	1
6	5
0	6
0	8
0	2
0	0
0	3
0	3
0	1
0	2
0	0
0	0
14	0
4	25
3	24
4	18
1	13
1	0
0	186
0	89
135	187
0	0
0	0
0	0
10	9164
0	8765
0	8048
0	8447
0	249
41	242
81	130
5	12
17	138
239	2275
0	89
0	33
0	27
0	32
0	33
0	33
0	29
0	32
0	34
0	28
0	34
0	33
0	34
0	27
0	35
0	22
0	33
0	26
0	22
0	33
1	33
0	26
0	31
0	19
0	36
0	21
0	29
0	35
13	26
0	26
0	26
0	36
0	35
0	30
0	30
0	31
1	32
0	35
1	29
0	26
0	32
0	28
0	27
0	26
0	31
0	21
0	27
0	23
0	21
2	28
0	22
0	26
3	23
0	19
0	21
0	26
1	0
2	0
1	5
1	5
0	12
11	5
0	5
0	12
0	12
0	4
0	8
0	1
0	7
0	3
0	3
0	0
28	1
0	234
1	194
1	236
0	237
92	175
0	229
23	237
0	30
8	143
3	83
1	68
0	68
0	26
3	26
0	14
0	24
0	16
5	14
5	1
0	0
17	0
18	0
1	0
0	0
0	0
0	0
642	1
0	0
0	32
0	32
4	0
0	5
13	23
5	8
1	0
0	0
0	2
1	4
0	2
0	3
0	4
0	3
0	5
0	3
0	2
0	5
0	2
0	3
0	1
0	1
0	2
0	3
0	3
0	0
25	2214
1	2075
0	1944
115	1030
25	851
0	478
0	528
388	2
1	2
4	2
1	5
0	1
2	2
9	0
0	453
3	496
0	459
0	249
0	256
0	212
0	190
9	17
0	165
3	174
2	37
0	55
0	59
0	47
7	58
4	2
0	32
0	42
19	40
58	2
16	2
0	0
8	2
0	26
1	20
11	24
0	24
0	1
0	24
0	0
1	11
103	979
31	1044
42	714
0	579
12	10
1	48
7	99
26	4
157	173
2	74
59	46
0	23
0	0
0	0
24	140
3	50
7	25
0	89
3	11
9	56
1	56
15	571
0	836
0	820
0	664
3	205
1	763
0	890
0	663
151	577
44	442
7	603
0	831
1	666
0	557
0	716
0	717
0	229
2	109
19	78
0	508
0	114
0	169
0	130
2	65
0	104
0	232
1	14
23	26
1	218
0	117
0	89
0	161
1	120
1	123
0	18
12	9
0	84
0	293
4	262
25	184
0	110
1	75
0	51
1	44
0	47
0	44
0	3
0	18
8	18
0	0
40	2
6	133
287	147
4	12
17	0
8	936
38	968
0	172
0	174
13	64
0	24
36	55
0	0
0	1
0	1
1	1
1	1
0	1
0	0
0	4
0	5
0	4
0	5
0	2
0	1
0	1
0	0
0	0
11	502
4	458
77	458
25	489
5	34
1	27
0	0
0	1352
11	1792
1	1336
50	990
40	2839
3	1733
15	2166
0	2254
1	740
1	1152
0	180
2	182
0	185
6	243
0	655
47	46
1	240
15	11
11	57
1	99
2	97
6	136
0	126
0	101
0	106
0	102
0	124
0	69
0	82
0	82
0	7
0	102
0	81
0	107
0	109
0	96
0	32
62	257
3	85
146	166
16	2
33	173
1	51
0	0
11	0
82	4
0	8
0	8
0	8
0	4
0	0
0	0
1	0
0	0
0	2
0	3
0	3
0	2
0	2
0	2
0	2
0	2
0	2
0	4
0	2
0	6
0	2
0	2
0	6
0	3
0	2
0	3
0	2
0	2
0	3
1	2
0	3
0	2
0	2
0	2
0	3
0	3
0	1
0	1
0	2
0	1
2	1
0	3
0	1
0	2
0	5
0	2
0	2
0	0
0	5
0	4
0	0
0	121
8	849
237	970
4	27
24	27
0	0
0	4
6	568
0	371
178	525
1	79
92	328
132	200
0	2
0	1
0	1
1	1
0	1
0	1
0	1
0	492
75	390
0	449
0	394
3	433
4	8
3	70
0	88
10	1
17	1
0	0
292	814
33	671
3	149
417	52
0	4
10	4
0	0
146	2
2	3
5	3
2	0
87	2
35	918
1	853
0	946
0	950
0	850
3	913
0	944
165	148
0	27
2	850
1	66
0	678
4	150
0	5
2	95
0	932
3	476
0	58
0	834
1	667
43	7
31	22
0	744
6	72
19	16
0	32
18	123
4	334
1	239
13	219
0	97
0	107
0	6
0	16
10	12
3	15
0	8
0	1
0	4
0	5
0	4
2	1
10	720
0	643
0	593
0	563
0	546
0	560
0	559
0	560
0	47
0	0
0	0
0	3
0	3
3	424
19	2235
1	2191
58	828
71	371
1	0
0	0
0	17
0	18
0	17
17	1
0	0
7	17
0	19
0	16
1	18
0	24
0	17
0	1
0	2
0	16
0	8
0	7
0	3
0	1
0	6
0	5
0	11
0	5
0	6
0	1
0	1
0	3
0	5
0	3
0	5
0	6
0	11
0	5
0	8
0	2
0	5
0	268
1	268
0	266
0	14
71	608
0	531
1	217
1	404
0	476
0	359
0	485
0	496
0	478
0	384
41	33
0	71
0	60
0	2
3	111
0	10
3	63
6	108
9	161
1	31
6	7
0	1
4	1
320	363
2	3
0	0
2	2
0	2
2	2
0	0
0	359
70	47
4	333
0	361
0	177
0	0
30	1753
4	1632
19	1470
9	746
1	6
2	260
6	108
2	90
34	219
1	78
8	73
0	122
32	253
2	287
25	279
28	185
0	0
0	0
0	0
0	0
0	2552
10	3005
3	3107
1	2686
0	2707
0	2982
0	2655
0	2304
0	2972
1	2706
1	1383
0	2747
0	2964
4	2936
0	2934
2	2834
0	2794
1	2464
1	2618
0	2273
2	2539
2	2491
3	1688
1	1554
77	395
14	886
0	526
0	278
1	13
0	45
8	0
0	12
0	13
2	13
0	2
0	12
0	0
0	13
4	13
0	1
0	1
0	2
0	0
0	0
0	8
0	13
0	14
0	13
0	12
0	0
0	0
0	0
0	0
2	0
2	4
0	4
2	4
0	1
2	24
1	28
0	4
0	11
1	5
0	1
0	2
0	0
0	2
0	0
0	0
4	2
0	2
0	0
0	0
0	0
1	2
0	1
0	1
0	0
0	0
1	24
2	37
0	26
0	26
0	33
1	24
0	8
0	22
0	25
0	23
0	0
1	30
0	10
0	7
1	13
0	6
0	10
0	3
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
47	377
1	48
7	13
2	10
6	10
2	7
10	337
1	20
0	302
0	28
0	56
0	29
3	56
0	30
0	63
3	70
0	34
1	27
2	21
0	42
0	3
0	295
13	54
1	222
22	197
0	13
0	0
0	0
1	1
4	0
1	0
1	67
2	68
4	122
0	197
0	84
106	105
0	184
3	275
3	234
3	234
6	204
2	78
0	108
0	0
2	0
1	4
1	4
0	0
0	0
0	30
1059	55
6	0
0	7
5	15
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	51
1	47
3	52
0	1
45	14
6	9
103	46
0	53
86	13
2	10
0	3
0	0
27	0
0	0
4	0
0	0
8	1409
0	130
22	1690
0	302
29	28
4	978
0	240
296	559
13	221
4	222
0	235
0	176
0	175
0	33
1	10
1	1
2	2
1	5
2	0
0	35
0	35
0	35
0	40
1	26
3	24
0	19
0	0
1	0
0	243
0	207
2	155
0	24
5	3
13	2
6	2
0	20
0	58
5	12
6	0
2	8
0	1
0	24
0	24
1	0
0	0
3	60
0	0
0	0
0	25
0	38
0	0
0	2
0	2
0	67
0	9
6	8
0	10
0	7
0	193
1	147
8	23
0	22
2	0
0	168
3	216
12	216
0	216
1	190
0	568
0	423
2	163
0	249
132	175
177	610
0	630
0	80
0	79
0	1
1	26
1	2
3	0
4	9
0	0
0	0
2	220
0	249
0	1231
0	1186
0	1284
1	1226
0	367
0	1261
0	292
0	153
0	94
3	91
0	1107
7	66
9	1024
0	64
0	93
0	21
0	26
0	17
17	20
0	1
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
48	52
0	6
0	0
1	0
0	0
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	0
0	2
0	4
0	8
0	3
0	2
0	4
0	11
0	0
0	0
0	11
0	2
0	10
0	2
0	2
0	0
0	0
0	0
0	4
0	7
0	0
0	4
0	14
4	36
0	0
0	0
0	0
0	13
0	12
0	0
0	2
3	22
0	20
0	16
0	7
0	3
0	12
6	3
0	3
0	124
2	4
0	153
73	163
0	121
0	115
0	1
0	116
0	26
0	1
0	0
0	0
0	0
0	0
20	0
0	0
5	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
157	348
4	345
4	340
1	67
15	10
0	24
41	205
0	0
20	347
0	356
3	215
7	4
1	215
0	16
1	20
3	1
0	0
0	0
0	0
0	2
2	6
1	6
0	5
0	6
0	5
0	2
0	2
0	0
0	6
0	2
145	645
0	647
52	253
66	254
170	27
3	106
0	52
1	19
0	9
0	95
0	76
0	21
0	87
0	80
0	33
0	35
0	41
0	79
2	10
0	80
0	26
0	27
0	68
1	17
4	1
0	26
0	11
0	0
0	0
0	42
0	11
0	135
0	145
0	101
0	169
0	100
0	356
1	34
0	116
0	229
0	3
0	205
0	45
4	264
0	171
0	245
0	240
0	102
0	146
0	144
0	160
1	210
0	137
0	14
0	8
0	188
0	155
0	131
9	11
0	5
0	0
0	53
0	0
0	0
0	0
0	0
2	4
0	3
1	4
0	2
707	75
4	68
0	7
0	0
2	0
14	777
0	970
0	1001
2	948
1	877
0	962
15	953
0	912
1	890
2	968
4	891
0	946
0	910
4	806
0	867
0	865
3	20
2	636
0	240
17	624
2	50
0	46
1	396
0	261
2	171
13	129
0	10
0	118
0	116
2	114
2	115
0	115
1	119
1	109
0	108
1	1
1	22
5	327
27	324
1	357
0	323
0	322
0	327
0	319
0	321
0	329
10	145
0	13
0	9
5	1
0	10
0	2
20	25
0	17
0	9
7	12
0	14
3	16
0	1
0	9
0	7
0	24
0	8
0	8
0	16
0	7
0	17
0	17
0	1
0	10
0	8
5	7
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
8	84
8	80
0	367
7	454
5	453
3	358
5	1
3	8
53	8
0	305
8	20
0	0
0	22
0	24
1	344
0	352
1	336
3	17
0	8
0	2
8	10
0	1
0	19
0	5
0	15
0	325
0	28
0	1
0	107
0	326
0	15
1	342
0	17
0	352
2	36
0	17
0	74
0	348
0	336
0	12
3	16
20	309
2	11
0	2
1	336
1	333
2	70
0	73
0	11
6	1
4	322
3	5
0	94
1	208
0	1
2	1
0	16
0	293
2	268
0	308
15	37
0	4
0	29
0	20
0	28
0	2
0	317
955	1518
184	1212
4	1160
0	791
0	536
1	336
0	335
1	2
11	2
408	127
266	1328
1	211
358	123
231	1053
1	24
11	3
12	226
21	85
491	1559
0	16
39	1543
8	569
0	2
0	0
0	0
0	2
0	2
0	0
0	0
0	2
0	0
0	2
0	0
0	2
0	0
0	0
341	4
0	232
28	232
0	207
1	206
2	206
0	202
2	202
0	100
0	0
0	0
0	0
0	0
0	0
1	2
0	2
0	2
0	189
9	98
1	3
0	3
0	17
0	4
0	5
9	87
0	32
0	2
0	109
0	5
0	25
0	27
2	56
0	19
0	0
0	0
1	185
0	221
0	262
154	344
0	216
1	257
0	259
0	189
0	72
0	37
2	108
0	45
0	33
0	86
5	95
7	6
3	45
1	61
0	50
9	68
0	26
40	614
0	664
1	670
0	670
0	670
0	580
0	672
0	670
0	670
0	667
0	670
2	670
0	670
0	672
0	665
0	338
0	506
18	223
1	15
2	80
2	54
4	30
0	0
0	3
0	4
0	1
0	3
0	2
0	2
0	0
5	0
1	0
805	114
2	75
6	20
6	9
1	32
0	0
0	0
1	0
0	0
0	0
0	0
18	199
7	73
6	58
0	33
51	140
24	73
0	56
0	36
1	649
64	608
0	95
0	88
0	35
0	0
2	0
421	55
0	55
25	101
6	0
3	94
71	30
0	46
1	40
16	28
1	9
3	227
0	935
0	931
0	708
2	779
6	780
0	780
0	819
6	786
23	498
0	717
0	814
4	843
0	532
4	496
0	148
0	88
111	220
2	119
0	224
0	16
0	136
1	109
21	109
3	60
0	1
0	1
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	2
0	0
7	69
25	83
11	81
0	68
19	89
0	22
0	20
0	53
10	80
2	26
0	60
0	69
0	67
0	41
0	39
1	44
0	61
0	45
0	22
4	5
0	45
0	48
0	48
0	63
0	59
0	29
0	40
0	49
0	48
0	49
0	37
2	58
0	58
0	23
0	24
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
1080	128
36	126
5	24
6	1
0	1513
7	296
0	1509
6	1488
10	1410
5	14
52	9
13	16
2	28
0	0
2	0
11	1
5	1
0	0
0	0
30	3
3	1
0	1
0	2
0	0
0	328
12	55
7	470
0	267
30	497
79	168
4	451
0	374
0	117
0	208
6	0
0	0
5	0
5	0
15	0
0	77
1185	910
116	653
1	467
13	371
14	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	54
0	54
0	36
0	9
0	0
6	2930
43	2942
0	2700
35	2604
0	47
0	757
13	1875
0	68
7	791
10	42
3	166
11	15
5	9
0	45
21	263
0	56
44	245
0	7
0	38
2	18
0	40
15	15
0	0
0	0
1	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
9	0
0	0
1	6525
38	5040
0	5497
0	5964
10	4461
2	1270
0	1048
0	791
0	750
1	578
6	340
1	125
0	135
7	549
56	596
8	2
0	0
0	4
3	4
0	3
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
181	7
2	0
0	4
0	4
0	3
56	4
1	1
38	7
1	9
0	2
0	1
1	0
0	1
0	0
0	0
8	0
1	0
0	0
0	1
0	1
0	0
0	1
0	1
8	1
0	1
0	1
0	0
2	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
1	0
0	0
0	0
0	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
1060	2229
17	2168
0	879
0	0
0	0
119	124
0	59
2	122
2	74
0	0
0	2
0	2
2	2
0	0
0	0
0	0
0	0
1	0
0	9
0	9
0	1
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
157	88
5	0
7	233
78	90
0	184
1	2
1	25
0	0
0	4
0	1
0	49
1	49
2	5
0	47
0	49
1	6
0	47
1	0
0	50
0	48
0	50
1	25
0	29
0	3
0	0
0	2
0	8
0	0
0	1
0	2
1	28
0	0
0	0
0	0
0	1
1	3
11	3
4	4822
0	4648
7	1881
264	4281
4	4975
6	136
0	0
1	2
0	2
70	145
4	145
1	82
0	40
0	0
0	0
1	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
9	0
1	0
1	41
262	144
0	134
2	94
0	3
3	34
0	119
91	134
3	5
0	11
13	0
0	0
0	0
0	5
0	0
1	0
43	1021
1	1133
0	1142
10	135
1	3
0	101
33	70
0	24
4	101
0	2
0	0
3	0
0	0
0	653
0	617
0	1791
2	72
0	1251
3	1211
0	1220
0	1222
1	1758
1	560
0	4
8	44
0	1413
1	1405
0	1405
6	0
0	4
2	3
0	64
5	64
0	314
1	12
0	0
0	8
0	5
0	0
0	0
1	0
0	1
2	3
0	3
0	0
0	725
16	2
1136	2205
0	351
0	604
6	506
4	610
9	80
0	742
5	175
1	0
0	15
0	9
0	28
0	44
0	7
11	48
0	2
23	39
0	18
3	29
3	9
751	190
1	86
46	192
0	0
11	0
298	36
3	35
0	0
0	0
0	0
2	0
199	398
0	6
3	13
15	378
4	2
18	262
19	70
0	45
7	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	331
0	1434
0	541
0	673
5	730
0	268
1	375
6	405
59	2060
3	715
2	430
0	1007
0	645
0	393
2	539
0	578
0	311
1	418
16	40
0	231
0	171
0	180
0	112
0	29
0	48
0	18
0	20
0	215
0	339
0	262
0	46
10	19
1	14
0	46
4	49
0	38
29	57
0	57
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	121
265	237
5	37
3	10
1	101
6	15
0	1
0	1
7	0
5	1
2	0
0	0
12	0
0	4
0	4
0	0
0	826
31	884
48	189
0	1
30	29
0	50
0	17
0	15
13	4
4	29
0	96
22	805
0	2294
8	2399
0	2435
6	2378
8	2326
1	2181
